Nomor Asset Utama;Profit Center;Profit Center Text;Cost Center Baru;Deskripsi Cost Center Baru;Nama Cabang/Kawasan;Kode Plant;Periode/Bulan;Tahun Buku;Nomor Asset Asal;Nomor Asset;Sub-number;GL Account Aset;Asset Class;Asset Class Name;Deskripsi Kelompok Aset;Deskripsi Status Aset Tetap;Asset Main No. Text;Akuisisi;Keterangan Asset;Tgl Akusisi;Tgl Perolehan;Tgl Mulai Penyusutan;Masa Manfaat;Sisa Manfaat Aset;Nilai Perolehan Awal Tahun;Nilai Residu %;Nilai Residu Rp;Nilai Perolehan s.d Tahun Berjalan;Adjusment Nilai Perolehan;Nilai Buku Awal Tahun;Nilai Buku s.d Tahun Berjalan;Penyusutan/Bulan;Penyusutan s.d Bulan Berjalan;Penyusutan Tahun Lalu;Penyusutan/Tahun;Akumulasi Penyusutan Tahun Lalu;Adjusment Akm Penyusutan;Penghapusan;Asset Shutdown;Akumulasi Penyusutan;Additional Description;Serial number;Alamat;GL Account Exp. Depre.
120507000516-0;12408;MAUMERE;1240804611;Keuangan;Terminal Maumere;1131;12;2025;;120507000516;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B/1;0;Komputer dan perlengkapannya;31/12/2005;31/12/2005;31/01/2006;60;0;71.215.384;0,00000000000;1;71.215.384;0;1;1;0;0;-71.215.383;0;-71.215.383;0;0;;-71.215.383;223.04.00442310410400;;Pelab Maumere;5040201060
120507000518-0;12501;REGION KALIMANTAN;1250104211;Divisi TI;Sub Regional Kalimantan;1160;12;2025;;120507000518;0;1205010700;120507;Peralatan;Alat-Alat Teknik;Aset Tetap Pemilikan Langsung;B/189424243;0;Fire Alarm Gedung Kantor;31/12/2009;31/12/2009;31/01/2010;60;0;604.545.455;2,00000000000;12.090.909;604.545.455;0;12.090.909;12.090.909;0;0;-592.454.546;0;-592.454.546;0;0;;-592.454.546;223.08.0048637252725200;;Banjarmasin;5040201060
120507000519-0;12501;REGION KALIMANTAN;1250104211;Divisi TI;Sub Regional Kalimantan;1160;12;2025;;120507000519;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B/6701153;0;Komputer;31/12/2009;31/12/2009;31/01/2010;60;0;335.057.675;0,00000000000;6.701.153;335.057.675;0;6.701.153;6.701.153;0;0;-328.356.522;0;-328.356.522;0;0;;-328.356.522;223.04.0048717260726000;;Pelabuhan Banjarmaisn;5040201060
120507000520-0;12501;REGION KALIMANTAN;1250104211;Divisi TI;Sub Regional Kalimantan;1160;12;2025;;120507000520;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B/4800000;0;UPS untuk Gedung Kantor;31/12/2009;31/12/2009;31/01/2010;60;0;240.000.000;2,00000000000;4.800.000;240.000.000;0;4.800.000;4.800.000;0;0;-235.200.000;0;-235.200.000;0;0;;-235.200.000;223.04.0048727261726100;;Banjarmasin;5040201060
120507000521-0;12501;REGION KALIMANTAN;1250104211;Divisi TI;Sub Regional Kalimantan;1160;12;2025;;120507000521;0;1205010700;120507;Peralatan;UPS;Aset Tetap Pemilikan Langsung;B/1900000;0;UPS untuk Ruang PPSA;31/12/2009;31/12/2009;31/01/2010;60;0;95.000.000;2,00000000000;1.900.000;95.000.000;0;1.900.000;1.900.000;0;0;-93.100.000;0;-93.100.000;0;0;;-93.100.000;223.04.0048737262726200;;Banjarmasin;5040201060
120507000523-0;12506;BATU LICIN;1250604411;Teknik;Terminal Batulicin;1162;12;2025;;120507000523;0;1205010700;120507;Peralatan;Alat-Alat Teknik;Aset Tetap Pemilikan Langsung;B/1;0;Alat survey teknik;31/12/2001;31/12/2001;31/01/2002;60;0;163.605.000;0,00000000000;1;163.605.000;0;1;1;0;0;-163.604.999;0;-163.604.999;0;0;;-163.604.999;223.01.00511136036000;;Kotabaru;5040201060
120507000524-0;12505;KOTABARU;1250504311;Teknologi Informasi;Terminal Kotabaru;1161;12;2025;;120507000524;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B/4;0;Komputer dan Peralatannya;31/12/2001;31/12/2001;31/01/2002;60;0;60.005.000;0,00000000000;4;60.005.000;0;4;4;0;0;-60.004.996;0;-60.004.996;0;0;;-60.004.996;223.04.00511236136100;;Kotabaru;5040201060
120507000526-0;12501;REGION KALIMANTAN;1250107311;Sub Div Umum & Humas;Sub Regional Kalimantan;1160;12;2025;;120507000526;0;1205010700;120507;Peralatan;Alat-Alat Perkantoran;Aset Tetap Pemilikan Langsung;B/1;0;Lemari Besi;01/01/1983;01/01/1983;01/02/1983;48;0;110.466;0,00000000000;1;110.466;0;1;1;0;0;-110.465;0;-110.465;0;0;;-110.465;223.02.00449317217200;;Bag Umum;5040201060
120507000527-0;12501;REGION KALIMANTAN;1250104211;Divisi TI;Sub Regional Kalimantan;1160;12;2025;;120507000527;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B/49322028;0;Software Disaster Recovery System;31/12/2009;31/12/2009;31/01/2010;60;0;2.466.101.414;0,00000000000;49.322.028;2.466.101.414;0;49.322.028;49.322.028;0;0;-2.416.779.386;0;-2.416.779.386;0;0;;-2.416.779.386;223.04.0048747263726300;;Pelabuhan Banjarmasin;5040201060
120507000528-0;12501;REGION KALIMANTAN;1250104211;Divisi TI;Sub Regional Kalimantan;1160;12;2025;;120507000528;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B/2009400;0;Geofry 2 Reader Control dan Software System;31/12/2009;31/12/2009;31/01/2010;60;0;100.470.000;2,00000000000;2.009.400;100.470.000;0;2.009.400;2.009.400;0;0;-98.460.600;0;-98.460.600;0;0;;-98.460.600;223.04.0048787267726700;;TPK Banjarmasin;5040201060
120507000529-0;12505;KOTABARU;1250504311;Teknologi Informasi;Terminal Kotabaru;1161;12;2025;;120507000529;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B/1;0;Pengd. Komputer;31/07/2002;31/07/2002;31/08/2002;60;0;99.495.000;0,00000000000;1;99.495.000;0;1;1;0;0;-99.494.999;0;-99.494.999;0;0;;-99.494.999;223.04.00511881681600;;Kotabaru;5040201060
120507000530-0;12510;KUMAI;1251005111;Terminal Kumai;Terminal Kumai;1181;12;2025;;120507000530;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B/4;0;Pengadaan Komputer;30/06/2001;30/06/2001;30/07/2001;60;0;36.264.545;0,00000000000;4;36.264.545;0;4;4;0;0;-36.264.541;0;-36.264.541;0;0;;-36.264.541;223.04.00552664764700;;Pelabuhan Kumai;5040201060
120507000534-0;12510;KUMAI;1251005111;Terminal Kumai;Terminal Kumai;1181;12;2025;;120507000534;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B/1;0;Komputer PC;31/05/2003;31/05/2003;30/06/2003;60;0;16.300.000;0,00000000000;1;16.300.000;0;1;1;0;0;-16.299.999;0;-16.299.999;0;0;;-16.299.999;223.04.00553565665600;;Pelabuhan Kumai;5040201060
120507000535-0;12505;KOTABARU;1250504311;Teknologi Informasi;Terminal Kotabaru;1161;12;2025;;120507000535;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B/1;0;Server , PC dan Perlengkapannya.;31/12/2005;31/12/2005;31/01/2006;60;0;104.849.527;0,00000000000;1;104.849.527;0;1;1;0;0;-104.849.526;0;-104.849.526;0;0;;-104.849.526;223.04.00516086786700;;Pelab. Kotabaru.;5040201060
120507000536-0;12511;BUMIHARJO;1251105111;Terminal Bumiharjo;Terminal Bumiharjo;1182;12;2025;;120507000536;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B/1;0;PC, Server dan Perlengkapannya;31/12/2005;31/12/2005;31/01/2006;60;0;66.019.897;0,00000000000;1;66.019.897;0;1;1;0;0;-66.019.896;0;-66.019.896;0;0;;-66.019.896;223.04.00555667767700;;Pelab. Kumai;5040201060
120507000537-0;12511;BUMIHARJO;1251105111;Terminal Bumiharjo;Terminal Bumiharjo;1182;12;2025;;120507000537;0;1205010700;120507;Peralatan;Alat-Alat Teknik;Aset Tetap Pemilikan Langsung;B/3093018;0;Pemasangan Penutup Rambu Lampu Pelabuhan;31/12/2007;31/12/2007;31/01/2008;60;0;154.650.909;0,00000000000;3.093.018;154.650.909;0;3.093.018;3.093.018;0;0;-151.557.891;0;-151.557.891;0;0;;-151.557.891;223.99.00556368568500;;Pelabuhan Bumi Harjo;5040201060
120507000539-0;12501;REGION KALIMANTAN;1250104211;Divisi TI;Sub Regional Kalimantan;1160;12;2025;;120507000539;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B/10548000;0;HHT;14/09/2010;14/09/2010;14/10/2010;60;0;527.400.000;2,00000000000;10.548.000;527.400.000;0;10.548.000;10.548.000;0;0;-516.852.000;0;-516.852.000;0;0;;-516.852.000;223.04.0049227311731100;;Divisi Teknologi Informasi Banjarmasin;5040201060
120507000540-0;12501;REGION KALIMANTAN;1250104211;Divisi TI;Sub Regional Kalimantan;1160;12;2025;;120507000540;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B/5900000;0;Komputer;31/12/2010;31/12/2010;31/01/2011;60;0;295.000.000;2,00000000000;5.900.000;295.000.000;0;5.900.000;5.900.000;0;0;-289.100.000;0;-289.100.000;0;0;;-289.100.000;223.04.0049327322732200;;Area CDC;5040201060
120507000541-0;12501;REGION KALIMANTAN;1250104211;Divisi TI;Sub Regional Kalimantan;1160;12;2025;;120507000541;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B/5890000;0;Komputer Hardware  & Jaringan Ruang Server;31/12/2010;31/12/2010;31/01/2011;60;0;294.500.000;2,00000000000;5.890.000;294.500.000;0;5.890.000;5.890.000;0;0;-288.610.000;0;-288.610.000;0;0;;-288.610.000;223.04.0049337323732300;;Banjarmasin;5040201060
120507000544-0;12304;TPKS;1230407111;TPKS;Terminal TPKS;1071;12;2025;;120507000544;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B/34082475448;0;TOP X Advance;11/04/2016;11/04/2016;11/05/2016;60;0;39.205.301.512;2,00000000000;784.106.030;39.205.301.512;0;784.106.030;784.106.030;0;0;-38.421.195.482;0;-38.421.195.482;0;0;;-38.421.195.482;223.04.008386110341103400;;TPK Semarang;5040201060
120507000545-0;12304;TPKS;1230407111;TPKS;Terminal TPKS;1071;12;2025;;120507000545;0;1205010700;120507;Peralatan;Alat-Alat Teknik;Aset Tetap Pemilikan Langsung;B/1;0;Sirine di TPK;28/02/1999;28/02/1999;28/03/1999;60;0;101.250.000;0,00000000000;1;101.250.000;0;1;1;0;0;-101.249.999;0;-101.249.999;0;0;;-101.249.999;223.99.0057831631163100;;UTPK;5040201060
120507000546-0;12304;TPKS;1230407111;TPKS;Terminal TPKS;1071;12;2025;;120507000546;0;1205010700;120507;Peralatan;Alat-Alat Teknik;Aset Tetap Pemilikan Langsung;B/1;0;Display Dumb;31/07/1999;31/07/1999;31/08/1999;60;0;1.445.287.000;0,00000000000;1;1.445.287.000;0;1;1;0;0;-1.445.286.999;0;-1.445.286.999;0;0;;-1.445.286.999;223.99.0057841632163200;;UTPK;5040201060
120507000547-0;12304;TPKS;1230407111;TPKS;Terminal TPKS;1071;12;2025;;120507000547;0;1205010700;120507;Peralatan;Alat-Alat Perkantoran;Aset Tetap Pemilikan Langsung;B/1;0;Rotary File Merk Data Skrip type Ref 91-5;31/10/2002;31/10/2002;30/11/2002;60;0;11.990.000;0,00000000000;1;11.990.000;0;1;1;0;0;-11.989.999;0;-11.989.999;0;0;;-11.989.999;223.04.0058521738173800;;TPKS;5040201060
120507000548-0;12304;TPKS;1230407111;TPKS;Terminal TPKS;1071;12;2025;;120507000548;0;1205010700;120507;Peralatan;Alat-Alat Perkantoran;Aset Tetap Pemilikan Langsung;B/1;0;Philips Conf Syst;31/12/2003;31/12/2003;31/01/2004;48;0;138.624.200;0,00000000000;1;138.624.200;0;1;1;0;0;-138.624.199;0;-138.624.199;0;0;;-138.624.199;223.02.0058721777177700;;Ruang rapat TPKS;5040201060
120507000549-0;12304;TPKS;1230407111;TPKS;Terminal TPKS;1071;12;2025;;120507000549;0;1205010700;120507;Peralatan;Alat-Alat Teknik;Aset Tetap Pemilikan Langsung;B/1;0;Lampu Sorot Perco/Cetara ,Sirine Indikator;31/12/2004;31/12/2004;31/01/2005;60;0;232.750.000;0,00000000000;1;232.750.000;0;1;1;0;0;-232.749.999;0;-232.749.999;0;0;;-232.749.999;223.99.0058817198719800;;Dinas Perenc  Oprs TPKS;5040201060
120507000550-0;12304;TPKS;1230407111;TPKS;Terminal TPKS;1071;12;2025;;120507000550;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Aplikasi Top O/Top X;30/04/2005;30/04/2005;30/05/2005;60;0;3.512.392.211;0,00000000000;1;3.512.392.211;0;1;1;0;0;-3.512.392.210;0;-3.512.392.210;0;0;;-3.512.392.210;223.04.0059017219721900;;TPKS;5040201060
120507000550-1;12304;TPKS;1230407111;TPKS;Terminal TPKS;1071;12;2025;125171000027;120507000550;1;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Additional Fitur Aplikasi TOP-X;10/04/2019;30/04/2005;20/01/2019;60;0;5.650.000.000;2,00000000000;113.000.000;5.650.000.000;0;113.000.000;113.000.000;0;0;-5.537.000.000;0;-5.537.000.000;0;0;;-5.537.000.000;003/RBS/TPKS/BAST/XII/2018, 150.1/HK.0502/P.III-18;;;5040201060
120507000554-0;12304;TPKS;1230407111;TPKS;Terminal TPKS;1071;12;2025;;120507000554;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B/67338257;0;Disaster Recovey Center;30/06/2009;30/06/2009;30/07/2009;60;0;3.366.912.851;0,00000000000;67.338.257;3.366.912.851;0;67.338.257;67.338.257;0;0;-3.299.574.594;0;-3.299.574.594;0;0;;-3.299.574.594;223.04.0059337254725400;;TPK Semarang;5040201060
120507000558-0;12304;TPKS;1230407111;TPKS;Terminal TPKS;1071;12;2025;;120507000558;0;1205010700;120507;Peralatan;Komputer Server & Aksesoris;Aset Tetap Pemilikan Langsung;B/2030000;0;Server CCTV 1 kap.4 TB SATA Merk HP StorageWorks X;26/12/2011;26/12/2011;26/01/2012;60;0;101.500.000;2,00000000000;2.030.000;101.500.000;0;2.030.000;2.030.000;0;0;-99.470.000;0;-99.470.000;0;0;;-99.470.000;223.04.0059737294729400;;Ruang Server SI TPKS;5040201060
120507000559-0;12304;TPKS;1230407111;TPKS;Terminal TPKS;1071;12;2025;;120507000559;0;1205010700;120507;Peralatan;Komputer Server & Aksesoris;Aset Tetap Pemilikan Langsung;B/2030000;0;Server CCTV 2 kap.4 TB SATA Merk HP StorageWorks X;26/12/2011;26/12/2011;26/01/2012;60;0;101.500.000;2,00000000000;2.030.000;101.500.000;0;2.030.000;2.030.000;0;0;-99.470.000;0;-99.470.000;0;0;;-99.470.000;223.04.0059747295729500;;Ruang Server SI TPKS;5040201060
120507000566-0;12304;TPKS;1230407111;TPKS;Terminal TPKS;1071;12;2025;;120507000566;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B/65786273;0;SPARC ENTERPRISE M4000 SERVER;30/11/2012;30/11/2012;30/12/2012;60;0;329.480.500;2,00000000000;6.589.610;329.480.500;0;6.589.610;6.589.610;0;0;-322.890.890;0;-322.890.890;0;0;;-322.890.890;223.04.0069139566956600;;TPK SEMARANG;5040201060
120507000567-0;12304;TPKS;1230407111;TPKS;Terminal TPKS;1071;12;2025;;120507000567;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B/44153588;0;2 SPARC VII 4 CORE;30/11/2012;30/11/2012;30/12/2012;60;0;221.136.500;2,00000000000;4.422.730;221.136.500;0;4.422.730;4.422.730;0;0;-216.713.770;0;-216.713.770;0;0;;-216.713.770;223.04.0069149567956700;;TPKS SEMARANG;5040201060
120507000568-0;12304;TPKS;1230407111;TPKS;Terminal TPKS;1071;12;2025;;120507000568;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B/19818514;0;HP PROLIANT DL380G7;30/11/2012;30/11/2012;30/12/2012;60;0;99.258.000;2,00000000000;1.985.160;99.258.000;0;1.985.160;1.985.160;0;0;-97.272.840;0;-97.272.840;0;0;;-97.272.840;223.04.0069159568956800;;TPKS SEMARANG;5040201060
120507000572-0;12304;TPKS;1230407111;TPKS;Terminal TPKS;1071;12;2025;;120507000572;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B/40961333;0;Core Switch;26/07/2013;26/07/2013;26/08/2013;60;0;124.000.000;2,00000000000;2.480.000;124.000.000;0;2.480.000;2.480.000;0;0;-121.520.000;0;-121.520.000;0;0;;-121.520.000;223.04.0069899642964200;;TPK Semarang;5040201060
120507000573-0;12304;TPKS;1230407111;TPKS;Terminal TPKS;1071;12;2025;;120507000573;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B/194098614;0;Virtual Machine Server;01/01/2014;01/01/2014;01/02/2014;59;0;463.636.364;2,00000000000;9.272.727;463.636.364;0;9.272.727;9.272.727;0;0;-454.363.637;0;-454.363.637;0;0;;-454.363.637;223.04.0070969742974200;;Pelabuhan TPKS;5040201060
120507000575-0;12205;JAMRUD;1220505111;Terminal Jamrud;Terminal Jamrud;1022;12;2025;;120507000575;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Kamera IP Fixed Dome Variocal Resolution 720p 1;14/01/2016;14/01/2016;14/02/2016;60;0;56.165.699;2,00000000000;1.123.314;56.165.699;0;1.123.314;1.123.314;0;0;-55.042.385;0;-55.042.385;0;0;;-55.042.385;223.04.008425110731107300;;Terminal Jamrud;5040201060
120507000576-0;12205;JAMRUD;1220505111;Terminal Jamrud;Terminal Jamrud;1022;12;2025;;120507000576;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Kamera IP Fixed Dome Variocal Resolution 720p 2;14/01/2016;14/01/2016;14/02/2016;60;0;56.165.698;2,00000000000;1.123.314;56.165.698;0;1.123.314;1.123.314;0;0;-55.042.384;0;-55.042.384;0;0;;-55.042.384;223.04.008426110741107400;;Terminal Jamrud;5040201060
120507000577-0;12205;JAMRUD;1220505111;Terminal Jamrud;Terminal Jamrud;1022;12;2025;;120507000577;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Kamera IP Fixed Dome Variocal Resolution 720p 3;14/01/2016;14/01/2016;14/02/2016;60;0;56.165.698;2,00000000000;1.123.314;56.165.698;0;1.123.314;1.123.314;0;0;-55.042.384;0;-55.042.384;0;0;;-55.042.384;223.04.008427110751107500;;Terminal Jamrud;5040201060
120507000578-0;12205;JAMRUD;1220505111;Terminal Jamrud;Terminal Jamrud;1022;12;2025;;120507000578;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Kamera IP Fixed Dome Variocal Resolution 720p 4;14/01/2016;14/01/2016;14/02/2016;60;0;56.165.698;2,00000000000;1.123.314;56.165.698;0;1.123.314;1.123.314;0;0;-55.042.384;0;-55.042.384;0;0;;-55.042.384;223.04.008428110761107600;;Terminal Jamrud;5040201060
120507000579-0;12205;JAMRUD;1220505111;Terminal Jamrud;Terminal Jamrud;1022;12;2025;;120507000579;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Kamera IP Fixed Dome Variocal Resolution 720p 5;14/01/2016;14/01/2016;14/02/2016;60;0;56.165.698;2,00000000000;1.123.314;56.165.698;0;1.123.314;1.123.314;0;0;-55.042.384;0;-55.042.384;0;0;;-55.042.384;223.04.008429110771107700;;Terminal Jamrud;5040201060
120507000580-0;12205;JAMRUD;1220505111;Terminal Jamrud;Terminal Jamrud;1022;12;2025;;120507000580;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Kamera IP Fixed Dome Variocal Resolution 720p 6;14/01/2016;14/01/2016;14/02/2016;60;0;56.165.698;2,00000000000;1.123.314;56.165.698;0;1.123.314;1.123.314;0;0;-55.042.384;0;-55.042.384;0;0;;-55.042.384;223.04.008430110781107800;;Terminal Jamrud;5040201060
120507000581-0;12205;JAMRUD;1220505111;Terminal Jamrud;Terminal Jamrud;1022;12;2025;;120507000581;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Kamera IP Fixed Dome Variocal Resolution 720p 7;14/01/2016;14/01/2016;14/02/2016;60;0;56.165.698;2,00000000000;1.123.314;56.165.698;0;1.123.314;1.123.314;0;0;-55.042.384;0;-55.042.384;0;0;;-55.042.384;223.04.008431110791107900;;Terminal Jamrud;5040201060
120507000582-0;12205;JAMRUD;1220505111;Terminal Jamrud;Terminal Jamrud;1022;12;2025;;120507000582;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Kamera IP Fixed Dome Variocal Resolution 720p 8;14/01/2016;14/01/2016;14/02/2016;60;0;56.165.698;2,00000000000;1.123.314;56.165.698;0;1.123.314;1.123.314;0;0;-55.042.384;0;-55.042.384;0;0;;-55.042.384;223.04.008432110801108000;;Terminal Jamrud;5040201060
120507000583-0;12205;JAMRUD;1220505111;Terminal Jamrud;Terminal Jamrud;1022;12;2025;;120507000583;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Kamera IP Fixed Dome Variocal Resolution 720p 9;14/01/2016;14/01/2016;14/02/2016;60;0;56.165.698;2,00000000000;1.123.314;56.165.698;0;1.123.314;1.123.314;0;0;-55.042.384;0;-55.042.384;0;0;;-55.042.384;223.04.008433110811108100;;Terminal Jamrud;5040201060
120507000584-0;12205;JAMRUD;1220505111;Terminal Jamrud;Terminal Jamrud;1022;12;2025;;120507000584;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Kamera IP Fixed Dome Variocal Resolution 720p 10;14/01/2016;14/01/2016;14/02/2016;60;0;56.165.698;2,00000000000;1.123.314;56.165.698;0;1.123.314;1.123.314;0;0;-55.042.384;0;-55.042.384;0;0;;-55.042.384;223.04.008434110821108200;;Terminal Jamrud;5040201060
120507000585-0;12205;JAMRUD;1220505111;Terminal Jamrud;Terminal Jamrud;1022;12;2025;;120507000585;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Kamera IP Fixed Dome Variocal Resolution 720p 11;14/01/2016;14/01/2016;14/02/2016;60;0;56.165.698;2,00000000000;1.123.314;56.165.698;0;1.123.314;1.123.314;0;0;-55.042.384;0;-55.042.384;0;0;;-55.042.384;223.04.008435110831108300;;Terminal Jamrud;5040201060
120507000586-0;12205;JAMRUD;1220505111;Terminal Jamrud;Terminal Jamrud;1022;12;2025;;120507000586;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Kamera IP PTZ min 28x Optical Zoom;14/01/2016;14/01/2016;14/02/2016;60;0;56.165.698;2,00000000000;1.123.314;56.165.698;0;1.123.314;1.123.314;0;0;-55.042.384;0;-55.042.384;0;0;;-55.042.384;223.04.008436110841108400;;Terminal Jamrud;5040201060
120507000587-0;12205;JAMRUD;1220505111;Terminal Jamrud;Terminal Jamrud;1022;12;2025;;120507000587;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Kamera IP Fixed Dome 1;14/01/2016;14/01/2016;14/02/2016;60;0;56.165.698;2,00000000000;1.123.314;56.165.698;0;1.123.314;1.123.314;0;0;-55.042.384;0;-55.042.384;0;0;;-55.042.384;223.04.008437110851108500;;Terminal Nilam;5040201060
120507000588-0;12205;JAMRUD;1220505111;Terminal Jamrud;Terminal Jamrud;1022;12;2025;;120507000588;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Kamera IP Fixed Dome 2;14/01/2016;14/01/2016;14/02/2016;60;0;56.165.698;2,00000000000;1.123.314;56.165.698;0;1.123.314;1.123.314;0;0;-55.042.384;0;-55.042.384;0;0;;-55.042.384;223.04.008438110861108600;;Terminal Nilam;5040201060
120507000589-0;12205;JAMRUD;1220505111;Terminal Jamrud;Terminal Jamrud;1022;12;2025;;120507000589;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Kamera IP Fixed Dome 3;14/01/2016;14/01/2016;14/02/2016;60;0;56.165.698;2,00000000000;1.123.314;56.165.698;0;1.123.314;1.123.314;0;0;-55.042.384;0;-55.042.384;0;0;;-55.042.384;223.04.008439110871108700;;Terminal Nilam;5040201060
120507000590-0;12205;JAMRUD;1220505111;Terminal Jamrud;Terminal Jamrud;1022;12;2025;;120507000590;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Kamera IP Fixed Dome 4;14/01/2016;14/01/2016;14/02/2016;60;0;56.165.698;2,00000000000;1.123.314;56.165.698;0;1.123.314;1.123.314;0;0;-55.042.384;0;-55.042.384;0;0;;-55.042.384;223.04.008440110881108800;;Terminal Nilam;5040201060
120507000591-0;12205;JAMRUD;1220505111;Terminal Jamrud;Terminal Jamrud;1022;12;2025;;120507000591;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Kamera IP Fixed Dome 5;14/01/2016;14/01/2016;14/02/2016;60;0;56.165.698;2,00000000000;1.123.314;56.165.698;0;1.123.314;1.123.314;0;0;-55.042.384;0;-55.042.384;0;0;;-55.042.384;223.04.008441110891108900;;Terminal Nilam;5040201060
120507000592-0;12205;JAMRUD;1220505111;Terminal Jamrud;Terminal Jamrud;1022;12;2025;;120507000592;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Kamera IP Fixed Dome 6;14/01/2016;14/01/2016;14/02/2016;60;0;56.165.698;2,00000000000;1.123.314;56.165.698;0;1.123.314;1.123.314;0;0;-55.042.384;0;-55.042.384;0;0;;-55.042.384;223.04.008442110901109000;;Terminal Nilam;5040201060
120507000593-0;12205;JAMRUD;1220505111;Terminal Jamrud;Terminal Jamrud;1022;12;2025;;120507000593;0;1205010700;120507;Peralatan;Komp. Mainframe & Perlengkapan;Aset Tetap Pemilikan Langsung;B;0;Kamera IP Fixed Dome 7;14/01/2016;14/01/2016;14/02/2016;60;0;56.165.698;2,00000000000;1.123.314;56.165.698;0;1.123.314;1.123.314;0;0;-55.042.384;0;-55.042.384;0;0;;-55.042.384;223.04.008443110911109100;;Terminal Nilam;5040201060
